,instance,benchmark_name,class,width,ubound,abs_improvement,rel_improvement,solved,time,solver,solver_config,index,run,solver_version,wall,machine,stderr,error,solver_args,full_path,error_str
12152,mastermind_10_08_03-0003.edge,networks,atmost5000,44.0,47.0,3,0.0682,1.0,285.136,tw-limprovement,jdrasil-b75t1800-n1,12152,1,1.0,284.4631,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost5000/mastermind_10_08_03-0003.edge/run1,
12141,mastermind_10_08_03-0004.edge,networks,atmost5000,44.0,47.0,3,0.0682,1.0,937.112,tw-limprovement,jdrasil-b75t1800-n1,12141,1,1.0,936.2799,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost5000/mastermind_10_08_03-0004.edge/run1,
12158,mastermind_10_08_03-0005.edge,networks,atmost5000,43.0,47.0,4,0.093,1.0,1743.74,tw-limprovement,jdrasil-b75t1800-n1,12158,1,1.0,1742.9523,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost5000/mastermind_10_08_03-0005.edge/run1,
9998,mastermind_10_08_03-0006.edge,networks,atmost5000,44.0,46.0,2,0.0455,1.0,79.6666,tw-limprovement,tcs-b100-n1,9998,1,1.0,78.9039,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost5000/mastermind_10_08_03-0006.edge/run1,
12138,mastermind_10_08_03-0007.edge,networks,atmost5000,46.0,47.0,1,0.0217,1.0,116.418,tw-limprovement,jdrasil-b75t1800-n1,12138,1,1.0,115.5761,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost5000/mastermind_10_08_03-0007.edge/run1,
12098,mastermind_10_08_03-0008.edge,networks,atmost5000,46.0,47.0,1,0.0217,1.0,109.401,tw-limprovement,jdrasil-b75t1800-n1,12098,1,1.0,108.0286,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost5000/mastermind_10_08_03-0008.edge/run1,
12136,mastermind_10_08_03-0009.edge,networks,atmost5000,44.0,47.0,3,0.0682,1.0,140.991,tw-limprovement,jdrasil-b75t1800-n1,12136,1,1.0,140.2715,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost5000/mastermind_10_08_03-0009.edge/run1,
2117,mastermind_10_08_03-0010.edge,networks,atmost5000,,,0,0.0,0.0,7200.14,tw-limprovement,jdrasil-b125-n1,2117,0,1.0,7199.1671,cobra,,1,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/mastermind_10_08_03-0010.edge/run1,
12147,mastermind_10_08_03-0011.edge,networks,atmost5000,43.0,47.0,4,0.093,1.0,213.535,tw-limprovement,jdrasil-b75t1800-n1,12147,1,1.0,212.6072,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost5000/mastermind_10_08_03-0011.edge/run1,
12154,mastermind_10_08_03-0012.edge,networks,atmost5000,43.0,47.0,4,0.093,1.0,486.165,tw-limprovement,jdrasil-b75t1800-n1,12154,1,1.0,485.3681,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost5000/mastermind_10_08_03-0012.edge/run1,
2137,mastermind_10_08_03-0013.edge,networks,atmost5000,,,0,0.0,0.0,7200.13,tw-limprovement,jdrasil-b125-n1,2137,0,1.0,7199.3376,cobra,,1,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/mastermind_10_08_03-0013.edge/run1,
2104,mastermind_10_08_03-0014.edge,networks,atmost5000,45.0,46.0,1,0.0222,1.0,793.909,tw-limprovement,jdrasil-b125-n1,2104,1,1.0,793.2211,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/mastermind_10_08_03-0014.edge/run1,
12084,mastermind_10_08_03-0015.edge,networks,atmost5000,43.0,47.0,4,0.093,1.0,272.845,tw-limprovement,jdrasil-b75t1800-n1,12084,1,1.0,271.9981,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost5000/mastermind_10_08_03-0015.edge/run1,
2129,or_chain_117.fg.edge,networks,atmost5000,119.0,119.0,0,0.0,1.0,50.0905,tw-limprovement,jdrasil-b125-n1,2129,1,1.0,49.3473,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/or_chain_117.fg.edge/run1,
2105,or_chain_60.fg.edge,networks,atmost5000,131.0,131.0,0,0.0,1.0,46.458,tw-limprovement,jdrasil-b125-n1,2105,1,1.0,45.7176,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/or_chain_60.fg.edge/run1,
2143,or_chain_70.fg.edge,networks,atmost5000,116.0,116.0,0,0.0,1.0,44.9892,tw-limprovement,jdrasil-b125-n1,2143,1,1.0,44.1112,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/or_chain_70.fg.edge/run1,
2108,prob004.pddl.cnf.edge,networks,atmost5000,,,0,0.0,,16.0518,tw-limprovement,jdrasil-b125-n1,2108,0,1.0,0.0,cobra,,108,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/prob004.pddl.cnf.edge/run1,
2119,prob005.pddl.cnf.edge,networks,atmost5000,,,0,0.0,,16.1495,tw-limprovement,jdrasil-b125-n1,2119,0,1.0,0.0,cobra,,108,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/prob005.pddl.cnf.edge/run1,
2089,prob012.pddl.cnf.edge,networks,atmost5000,,,0,0.0,,16.0633,tw-limprovement,jdrasil-b125-n1,2089,0,1.0,0.0,cobra,,108,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/prob012.pddl.cnf.edge/run1,
2141,rc.cnf.edge,networks,atmost5000,,,0,0.0,,16.2471,tw-limprovement,jdrasil-b125-n1,2141,0,1.0,0.0,cobra,,108,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost5000/rc.cnf.edge/run1,
2063,Grids_20.edge,networks,beyond5000,,,0,0.0,,16.2257,tw-limprovement,jdrasil-b125-n1,2063,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/Grids_20.edge/run1,
7161,blockmap_10_01-0000.edge,networks,beyond5000,44.0,45.0,1,0.0227,1.0,105.947,tw-limprovement,jdrasil-b50-n1,7161,1,1.0,105.3942,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/beyond5000/blockmap_10_01-0000.edge/run1,
7236,blockmap_10_01-0001.edge,networks,beyond5000,44.0,45.0,1,0.0227,1.0,97.8023,tw-limprovement,jdrasil-b50-n1,7236,1,1.0,97.1297,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/beyond5000/blockmap_10_01-0001.edge/run1,
9847,blockmap_10_01-0002.edge,networks,beyond5000,43.0,44.0,1,0.0233,1.0,3416.94,tw-limprovement,tcs-b100-n1,9847,1,1.0,3416.1817,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/beyond5000/blockmap_10_01-0002.edge/run1,
2025,blockmap_10_01-0003.edge,networks,beyond5000,,,0,0.0,,15.8822,tw-limprovement,jdrasil-b125-n1,2025,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_01-0003.edge/run1,
9925,blockmap_10_01-0004.edge,networks,beyond5000,43.0,44.0,1,0.0233,1.0,727.051,tw-limprovement,tcs-b100-n1,9925,1,1.0,726.2913,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/beyond5000/blockmap_10_01-0004.edge/run1,
1952,blockmap_10_01-0005.edge,networks,beyond5000,,,0,0.0,,16.1271,tw-limprovement,jdrasil-b125-n1,1952,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_01-0005.edge/run1,
7212,blockmap_10_01-0006.edge,networks,beyond5000,44.0,45.0,1,0.0227,1.0,88.5845,tw-limprovement,jdrasil-b50-n1,7212,1,1.0,87.8669,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/beyond5000/blockmap_10_01-0006.edge/run1,
2006,blockmap_10_01-0007.edge,networks,beyond5000,,,0,0.0,,16.1479,tw-limprovement,jdrasil-b125-n1,2006,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_01-0007.edge/run1,
2068,blockmap_10_01-0008.edge,networks,beyond5000,,,0,0.0,,16.2724,tw-limprovement,jdrasil-b125-n1,2068,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_01-0008.edge/run1,
9942,blockmap_10_01-0009.edge,networks,beyond5000,43.0,44.0,1,0.0233,1.0,1140.07,tw-limprovement,tcs-b100-n1,9942,1,1.0,1139.2637,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/beyond5000/blockmap_10_01-0009.edge/run1,
2027,blockmap_10_01-0010.edge,networks,beyond5000,,,0,0.0,,16.001,tw-limprovement,jdrasil-b125-n1,2027,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_01-0010.edge/run1,
1973,blockmap_10_01-0011.edge,networks,beyond5000,,,0,0.0,,16.5019,tw-limprovement,jdrasil-b125-n1,1973,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_01-0011.edge/run1,
9826,blockmap_10_01-0012.edge,networks,beyond5000,43.0,44.0,1,0.0233,1.0,2459.73,tw-limprovement,tcs-b100-n1,9826,1,1.0,2458.9266,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/beyond5000/blockmap_10_01-0012.edge/run1,
7264,blockmap_10_01-0013.edge,networks,beyond5000,44.0,45.0,1,0.0227,1.0,97.1943,tw-limprovement,jdrasil-b50-n1,7264,1,1.0,95.8483,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/beyond5000/blockmap_10_01-0013.edge/run1,
1975,blockmap_10_01-0014.edge,networks,beyond5000,,,0,0.0,,16.0826,tw-limprovement,jdrasil-b125-n1,1975,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_01-0014.edge/run1,
2082,blockmap_10_01-0015.edge,networks,beyond5000,,,0,0.0,,16.1202,tw-limprovement,jdrasil-b125-n1,2082,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_01-0015.edge/run1,
2076,blockmap_10_02-0000.edge,networks,beyond5000,,,0,0.0,,16.1475,tw-limprovement,jdrasil-b125-n1,2076,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0000.edge/run1,
2015,blockmap_10_02-0001.edge,networks,beyond5000,,,0,0.0,,16.1965,tw-limprovement,jdrasil-b125-n1,2015,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0001.edge/run1,
2001,blockmap_10_02-0002.edge,networks,beyond5000,,,0,0.0,,16.1899,tw-limprovement,jdrasil-b125-n1,2001,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0002.edge/run1,
9934,blockmap_10_02-0003.edge,networks,beyond5000,41.0,44.0,3,0.0732,1.0,4336.25,tw-limprovement,tcs-b100-n1,9934,1,1.0,4335.4172,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/beyond5000/blockmap_10_02-0003.edge/run1,
9935,blockmap_10_02-0004.edge,networks,beyond5000,40.0,46.0,6,0.15,1.0,5946.58,tw-limprovement,tcs-b100-n1,9935,1,1.0,5945.8899,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/beyond5000/blockmap_10_02-0004.edge/run1,
1948,blockmap_10_02-0005.edge,networks,beyond5000,,,0,0.0,,16.2394,tw-limprovement,jdrasil-b125-n1,1948,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0005.edge/run1,
1980,blockmap_10_02-0006.edge,networks,beyond5000,,,0,0.0,,16.1607,tw-limprovement,jdrasil-b125-n1,1980,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0006.edge/run1,
2012,blockmap_10_02-0007.edge,networks,beyond5000,,,0,0.0,,16.1274,tw-limprovement,jdrasil-b125-n1,2012,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0007.edge/run1,
2052,blockmap_10_02-0008.edge,networks,beyond5000,,,0,0.0,,16.2861,tw-limprovement,jdrasil-b125-n1,2052,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0008.edge/run1,
2020,blockmap_10_02-0009.edge,networks,beyond5000,,,0,0.0,,16.1441,tw-limprovement,jdrasil-b125-n1,2020,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0009.edge/run1,
9873,blockmap_10_02-0010.edge,networks,beyond5000,40.0,46.0,6,0.15,1.0,5909.51,tw-limprovement,tcs-b100-n1,9873,1,1.0,5908.9207,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/beyond5000/blockmap_10_02-0010.edge/run1,
2029,blockmap_10_02-0011.edge,networks,beyond5000,,,0,0.0,,16.3978,tw-limprovement,jdrasil-b125-n1,2029,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0011.edge/run1,
1953,blockmap_10_02-0012.edge,networks,beyond5000,,,0,0.0,,16.2244,tw-limprovement,jdrasil-b125-n1,1953,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0012.edge/run1,
2017,blockmap_10_02-0013.edge,networks,beyond5000,,,0,0.0,,15.9542,tw-limprovement,jdrasil-b125-n1,2017,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0013.edge/run1,
1959,blockmap_10_02-0014.edge,networks,beyond5000,,,0,0.0,,16.0631,tw-limprovement,jdrasil-b125-n1,1959,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0014.edge/run1,
1998,blockmap_10_02-0015.edge,networks,beyond5000,,,0,0.0,,16.1854,tw-limprovement,jdrasil-b125-n1,1998,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_02-0015.edge/run1,
2022,blockmap_10_03-0000.edge,networks,beyond5000,,,0,0.0,,16.1244,tw-limprovement,jdrasil-b125-n1,2022,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0000.edge/run1,
2048,blockmap_10_03-0001.edge,networks,beyond5000,,,0,0.0,,16.2618,tw-limprovement,jdrasil-b125-n1,2048,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0001.edge/run1,
1965,blockmap_10_03-0002.edge,networks,beyond5000,,,0,0.0,,16.0044,tw-limprovement,jdrasil-b125-n1,1965,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0002.edge/run1,
1971,blockmap_10_03-0003.edge,networks,beyond5000,,,0,0.0,,16.1756,tw-limprovement,jdrasil-b125-n1,1971,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0003.edge/run1,
1969,blockmap_10_03-0004.edge,networks,beyond5000,,,0,0.0,,15.963,tw-limprovement,jdrasil-b125-n1,1969,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0004.edge/run1,
1966,blockmap_10_03-0005.edge,networks,beyond5000,,,0,0.0,,15.976,tw-limprovement,jdrasil-b125-n1,1966,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0005.edge/run1,
2034,blockmap_10_03-0006.edge,networks,beyond5000,,,0,0.0,,16.1732,tw-limprovement,jdrasil-b125-n1,2034,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0006.edge/run1,
1984,blockmap_10_03-0007.edge,networks,beyond5000,,,0,0.0,,16.2206,tw-limprovement,jdrasil-b125-n1,1984,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0007.edge/run1,
1957,blockmap_10_03-0008.edge,networks,beyond5000,,,0,0.0,,16.2116,tw-limprovement,jdrasil-b125-n1,1957,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0008.edge/run1,
9940,blockmap_10_03-0009.edge,networks,beyond5000,46.0,47.0,1,0.0217,1.0,1683.87,tw-limprovement,tcs-b100-n1,9940,1,1.0,1683.0694,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/beyond5000/blockmap_10_03-0009.edge/run1,
9896,blockmap_10_03-0010.edge,networks,beyond5000,44.0,47.0,3,0.0682,1.0,2480.08,tw-limprovement,tcs-b100-n1,9896,1,1.0,2479.319,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/beyond5000/blockmap_10_03-0010.edge/run1,
9889,blockmap_10_03-0011.edge,networks,beyond5000,46.0,47.0,1,0.0217,1.0,1668.66,tw-limprovement,tcs-b100-n1,9889,1,1.0,1667.9977,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/beyond5000/blockmap_10_03-0011.edge/run1,
1955,blockmap_10_03-0012.edge,networks,beyond5000,,,0,0.0,,15.9399,tw-limprovement,jdrasil-b125-n1,1955,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0012.edge/run1,
9867,blockmap_10_03-0013.edge,networks,beyond5000,46.0,47.0,1,0.0217,1.0,1674.14,tw-limprovement,tcs-b100-n1,9867,1,1.0,1673.5044,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/beyond5000/blockmap_10_03-0013.edge/run1,
2046,blockmap_10_03-0014.edge,networks,beyond5000,,,0,0.0,,16.0479,tw-limprovement,jdrasil-b125-n1,2046,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0014.edge/run1,
2013,blockmap_10_03-0015.edge,networks,beyond5000,,,0,0.0,,16.1724,tw-limprovement,jdrasil-b125-n1,2013,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_10_03-0015.edge/run1,
2003,blockmap_15_01-0000.edge,networks,beyond5000,,,0,0.0,,16.8161,tw-limprovement,jdrasil-b125-n1,2003,0,1.0,0.0,cobra,,76,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/beyond5000/blockmap_15_01-0000.edge/run1,
