,instance,solver_config,abs_improvement
8955,graph11pp-pp.dgf,tcs-b125-n1,4
8814,graph11pp.dgf,tcs-b125-n1,3
2484,graph12-pp-001.dgf,jdrasil-b150-n1,7
2569,graph12-pp.dgf,jdrasil-b150-n1,5
2594,graph12-wpp.dgf,jdrasil-b150-n1,5
2524,graph12.dgf,jdrasil-b150-n1,5
2615,graph13-pp-001.dgf,jdrasil-b150-n1,9
2527,graph13-pp.dgf,jdrasil-b150-n1,7
2593,graph13-wpp.dgf,jdrasil-b150-n1,7
2549,graph13.dgf,jdrasil-b150-n1,8
17348,graph13pp.dgf,tcs-b150-n1,10
2604,graph14-pp.dgf,jdrasil-b150-n1,8
2587,graph14-wpp.dgf,jdrasil-b150-n1,8
2617,graph14.dgf,jdrasil-b150-n1,6
2596,kroA200.tsp.dgf,jdrasil-b150-n1,1
2581,kroB200.tsp.dgf,jdrasil-b150-n1,1
2574,pigs.dgf,jdrasil-b150-n1,1
2525,pr226.tsp.dgf,jdrasil-b150-n1,1
2509,pr264.tsp-pp.dgf,jdrasil-b150-n1,1
2533,pr264.tsp.dgf,jdrasil-b150-n1,1
2469,pr299.tsp-pp.dgf-002.dgf,jdrasil-b150-n1,1
2565,pr299.tsp.dgf,jdrasil-b150-n1,1
16932,pr439.tsp-pp.dgf,tcs-b50-n1,2
2609,pr439.tsp.dgf,jdrasil-b150-n1,1
4853,rd400.tsp-pp.dgf,tcs-b100-n1,1
2504,rd400.tsp.dgf,jdrasil-b150-n1,2
2584,tsp225.tsp-pp.dgf,jdrasil-b150-n1,1
4732,tsp225.tsp.dgf,tcs-b100-n1,2
2566,vibrio_primal_graph-pp.dgf,jdrasil-b150-n1,2
2722,BN_17.dgf,jdrasil-b150-n1,2
27490,BN_72.dgf,jdrasil-b125-n1,10
2713,BN_73.dgf,jdrasil-b150-n1,2
27500,BN_76.dgf,jdrasil-b125-n1,10
2723,d2103.tsp-pp.dgf,jdrasil-b150-n1,3
9056,d2103.tsp.dgf,tcs-b125-n1,7
3323,fl3795.tsp.dgf,jdrasil-b75t1800-n1,1
2719,fnl4461.tsp.dgf,jdrasil-b150-n1,2
4962,pr2392.tsp-pp.dgf,tcs-b100-n1,3
4937,u2152.tsp-pp.dgf,tcs-b100-n1,6
9065,u2152.tsp.dgf,tcs-b125-n1,1
2705,u2319.tsp-pp.dgf,jdrasil-b150-n1,1
2725,u2319.tsp.dgf,jdrasil-b150-n1,2
